,ID Number COSPAR,Satellite Name,Country of Operator/Owner,Operator/Owner,Country of Contractor,Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Period (minutes),Expected Lifetime (yrs.),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Launch Site,Launch Vehicle,Launch Year,Launch Month
3871,2021-012H,Starlink-1972,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3872,2021-012J,Starlink-1973,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3873,2021-012K,Starlink-1974,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3874,2021-009AB,Starlink-1975,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3875,2021-009AC,Starlink-1976,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3876,2021-009AD,Starlink-1977,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3877,2021-009AE,Starlink-1978,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3878,2021-009AF,Starlink-1979,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3879,2021-009AG,Starlink-1980,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3880,2021-009AH,Starlink-1981,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3881,2021-009AJ,Starlink-1982,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3882,2021-012L,Starlink-1983,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3883,2021-009AK,Starlink-1984,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3884,2021-009AL,Starlink-1986,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3885,2021-009AM,Starlink-1987,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3886,2021-009AP,Starlink-1989,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3887,2021-009AQ,Starlink-1990,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3888,2021-009AR,Starlink-1991,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3889,2021-012N,Starlink-1992,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3890,2021-009AS,Starlink-1993,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3891,2021-009AT,Starlink-1994,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3892,2021-009AU,Starlink-1995,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3893,2021-009AV,Starlink-1996,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3894,2021-009AW,Starlink-1997,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3895,2021-009AX,Starlink-1998,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3896,2021-009AY,Starlink-1999,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3897,2021-009AZ,Starlink-2000,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3898,2021-009BA,Starlink-2001,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3899,2021-009BB,Starlink-2002,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3900,2021-009BC,Starlink-2003,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3901,2021-009BD,Starlink-2004,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3902,2021-009BE,Starlink-2005,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3903,2021-009BF,Starlink-2006,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3904,2021-009BG,Starlink-2007,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3905,2021-009BH,Starlink-2008,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3906,2021-012P,Starlink-2009,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3907,2021-012Q,Starlink-2010,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3908,2021-005B,Starlink-2011,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3909,2021-012R,Starlink-2012,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3910,2021-012S,Starlink-2013,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3911,2021-012T,Starlink-2014,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3912,2021-012U,Starlink-2015,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3913,2021-012V,Starlink-2016,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3914,2021-005C,Starlink-2017,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3915,2021-012W,Starlink-2018,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3916,2021-012X,Starlink-2019,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3917,2021-012Y,Starlink-2020,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3918,2021-009BJ,Starlink-2021,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3919,2021-012Z,Starlink-2022,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3920,2021-009BL,Starlink-2024,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3921,2021-009BM,Starlink-2025,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3922,2021-012AA,Starlink-2026,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3923,2021-012AB,Starlink-2027,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3924,2021-012AC,Starlink-2028,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3925,2021-036AW,Starlink-2029,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,4
3926,2021-012AD,Starlink-2030,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3927,2021-012AE,Starlink-2031,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3928,2021-012AF,Starlink-2032,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3929,2021-012AG,Starlink-2033,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3930,2021-005D,Starlink-2034,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3931,2021-012AH,Starlink-2035,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3932,2021-012AJ,Starlink-2036,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3933,2021-012AK,Starlink-2037,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3934,2021-012AL,Starlink-2038,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3935,2021-012AM,Starlink-2039,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3936,2021-012AN,Starlink-2040,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3937,2021-012AP,Starlink-2041,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3938,2021-012AQ,Starlink-2042,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3939,2021-012AR,Starlink-2043,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3940,2021-012AS,Starlink-2044,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3941,2021-005E,Starlink-2045,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3942,2021-005F,Starlink-2046,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3943,2021-005G,Starlink-2047,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3944,2021-027A,Starlink-2048,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,4
3945,2021-005H,Starlink-2049,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3946,2021-005J,Starlink-2050,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3947,2021-012AT,Starlink-2051,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3948,2021-012AU,Starlink-2052,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3949,2021-012AV,Starlink-2053,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3950,2021-012AW,Starlink-2054,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3951,2021-005K,Starlink-2055,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3952,2021-012AX,Starlink-2056,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3953,2021-012AY,Starlink-2057,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3954,2021-012AZ,Starlink-2058,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3955,2021-012BA,Starlink-2059,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3956,2021-012BB,Starlink-2060,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3957,2021-036AN,Starlink-2061,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,4
3958,2021-012BC,Starlink-2062,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3959,2021-041A,Starlink-2063,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,5
3960,2021-012BD,Starlink-2064,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3961,2021-012BE,Starlink-2065,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3962,2021-012BF,Starlink-2066,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3963,2021-012BG,Starlink-2067,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3964,2021-017A,Starlink-2068,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,3
3965,2021-005L,Starlink-2069,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3966,2021-005M,Starlink-2070,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3967,2021-005N,Starlink-2071,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3968,2021-005P,Starlink-2076,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3969,2021-005Q,Starlink-2077,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3970,2021-012BH,Starlink-2078,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3971,2021-005T,Starlink-2081,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3972,2021-005U,Starlink-2082,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3973,2021-012BJ,Starlink-2083,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3974,2021-005V,Starlink-2084,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3975,2021-005W,Starlink-2085,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3976,2021-005X,Starlink-2086,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3977,2021-024A,Starlink-2087,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,3
3978,2021-005Y,Starlink-2088,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3979,2021-005Z,Starlink-2089,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3980,2021-012BK,Starlink-2090,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3981,2021-005AA,Starlink-2092,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3982,2021-005AB,Starlink-2093,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3983,2021-005AC,Starlink-2094,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3984,2021-012BM,Starlink-2095,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,2
3985,2021-005AD,Starlink-2096,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3986,2021-005AE,Starlink-2097,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3987,2021-005AF,Starlink-2098,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3988,2021-005AG,Starlink-2099,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3989,2021-005AH,Starlink-2100,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3990,2021-005AJ,Starlink-2101,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3991,2021-005AK,Starlink-2102,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3992,2021-005AL,Starlink-2103,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3993,2021-005AM,Starlink-2104,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3994,2021-005AN,Starlink-2105,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3995,2021-005AP,Starlink-2106,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3996,2021-017B,Starlink-2107,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,3
3997,2021-005AQ,Starlink-2108,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3998,2021-005AR,Starlink-2109,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
3999,2021-005AS,Starlink-2110,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
4000,2021-005AT,Starlink-2111,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
4001,2021-005AU,Starlink-2112,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
4002,2021-005AV,Starlink-2113,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
4003,2021-005AW,Starlink-2114,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
4004,2021-005AX,Starlink-2115,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,1
4005,2021-017C,Starlink-2116,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.6,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2021,3
